,titulo,data,empresa,localizacao,descricao
239,Desenvolvedores .NET Core - Níveis Pleno e Sênior,27/04/2020,HrSoul Hunting Relationship,"Alphaville Industrial, Barueri - State of São Paulo, Brazil","
              Conhecimentos em projeto e arquitetura de sistemas complexos, definindo tecnologias e ferramentas à serem utilizadas, sendo integrador de soluções e recursos multidisciplinares (.NET, .NET Core, Angular JS e cultura DevOps); 
 Sólidas experiências com desenvolvimento, implementação e melhorias técnicas e metodológicas nos sistemas, avaliando, dimensionando e estabelecendo parâmetros que influenciam as tomadas de decisões técnicas; 
 Contratação CLT + benefícios; 
 Atuação na região de Barueri/Alphaville 
     
    "
240,Analista Desenvolvedor JAVA Pleno,27/04/2020,EMPREGARE.com,"São Paulo, State of São Paulo, Brazil","
          Horário: De Segunda a Sexta, das 09:00 às 18h00    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:   Participar de equipe de desenvolvimento Ágil na construção e correções de códigos Java  integradas com a ferramenta de testes automatizados Selenium. Ter perfil de liderança técnica e conduzir esclarecimentos junto aos membros da equipe.
 
     Requisitos:    Mandatório: Programação Java, ótimo conhecimento em lógica de programação, bom conhecimento em linguagem SQL (queries oracle preferencialmente).     
 Desejável: Conhecimento em ferramenta de automação de testes (Selenium), Ágil, Scrum, Extreme Programming (XP) e Kanban.     Diferenciais: Análise de requisitos funcionais e não-funcionais; Padrões de projeto (enterprise integration patterns, design patterns, SOA, microservices patterns); Integração contínua (continuous integration), test-driven development; acceptance test-driven development (ATDD);Testes de software: teste de unidade, integração,...
    "
241,ARQUITETO DE SOLUÇÕES SR JAVA,27/04/2020,EMPREGARE.com,"Brasilia - Federal District, Brazil","
          Horário: De Seg à Sext das 09 às 18hs.    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:   Atividades relacionadas à arquitetura de software:   Capacitação de profissionais e equipes;    Definição de padrões e modelos de arquitetura;     Análise de problemas e proposição de soluções técnicas;     Auditoria e validação do uso adequado dos padrões adotados;     Avaliação da arquitetura dos requisitos funcionais e dos não funcionais de softwares.     Requisitos:   Formação completa na área de tecnologia.  Conhecimentos Técnicos:   Conhecimentos específicos em JAVA;  Springboot;  Node.JS;   Angular.JS;  Javascript.   Benefícios: Auxílio combustível, Benefícios internos, Day Off, Seguro de Vida, Vale-alimentação, Vale-refeição  
    "
242,Desenvolvedor Backend Java,27/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Que tal trabalhar numa empresa premiada pelo Oscar da comunidade Java, como desenvolvedor backend, podendo focar na área que mais gosta, construindo uma aplicação com dezenas de milhões de acessos, usando microsserviços, Big Data e várias tecnologias modernas?  Você será contratado em regime CLT full para trabalhar na região do Jaguaré em São Paulo, a 20 minutos a pé da estação Villa-Lobos da CPTM e com estacionamento gratuito para funcionários. A empresa iniciou suas atividades há 12 anos como startup e hoje já conta com cerca de 240 funcionários, sendo 25 diretamente técnicos, não incluindo neste número a área de negócios, produto e outras correlatas. O crescimento continua forte pela atuação no segmento de comércio eletrônico de produtos de beleza, que não arrefece com a crise.  Quer você esteja iniciando na carreira ou já seja experiente, você poderá:      - Criar e evoluir um backend moderno, baseado em Java SE 8, 9 ou 10, Kotlin, Groovy, com mais de 50 microsserviços e APIs...
    "
243,Desenvolvedor Angular Pleno  (Remoto - Brasil),27/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        O desenvolvedor vai trabalhar com Angular, Typescript (services, components, pipes, entre outros) e integrações com APIs REST para autenticação de usuários e desenvolvimento de sistemas do mercado financeiro.  Diferencial:     - Já ter trabalhado com gráficos interativos (Highcharts, D3);     - Ter vivência do mercado financeiro, especialmente na área de investimentos   Benefícios: a combinar   Requisitos Necessários:  Necessário domínio em Typescript, Javascript, Angular, HTML5, CSS (de preferência com SASS) e desejável em GIT.
    "
244,Pessoa Instrutora de Desenvolvimento de Software,27/04/2020,Trybe,BH/SP/Floripa/Itajubá,"
          A Trybe é uma escola de desenvolvimento de software, feita para pessoas dedicadas e estudiosas que querem construir uma carreira em tecnologia. Quem estuda na Trybe só paga quando consegue um bom trabalho.  
  O time de instrutores é responsável pelo aprendizado dos estudantes. Você vai trabalhar em dupla com as pessoas facilitadoras, que juntas são responsáveis por acompanhar uma turma no seu dia a dia, das 14h às 20h. As pessoas instrutoras são responsáveis, principalmente, pelo aprendizado das habilidade técnicas, enquanto que as pessoas facilitadoras focam no aprendizado das habilidades sociocomportamentais.  
  Tem paixão por compartilhar seu conhecimento? Se conecta com o propósito de formar uma nova geração de devs? Quer fazer parte da história da Trybe? Veja abaixo os requisitos e responsabilidades da posição.  
  Requisitos  
   Experiência no ensino de desenvolvimento de software e/ou realização de palestras em eventos de tecnologia, produção de lives ou vídeo-aulas...
    "
245,Arquiteto de Soluções,27/04/2020,Essence IT,São Paulo,"
         Experiência em Ambiente Apache, SQL. .Net, Java, Tomcat, Microsoft, Qlikview; Projeto por tempo indeterminado; Início remoto, após a quarentena será presencial. 
 Local: Itaim Bibi - São Paulo/SP 
    "
246,Desenvolvedor Python Sênior,27/04/2020,Essence IT,São Paulo,"
         Atuação com engenharia de dados e engenharia de Software em Spark; Controle de execução AWS; Projeto por tempo indeterminado; Início remoto, após a quarentena será presencial. 
 Local: Bela Vista - São Paulo/SP 
    "
247,Estágio em desenvolvimento Delphi,27/04/2020,Digifred,Frederico Westphalen,"
         - Desenvolver sob supervisão alterações nos programas de acordo com especificação do setor de analise, conforme os padrões da organização, cumprindo o prazo pré-estabelecido; - Codificar e testar programas sob acompanhamento; - Estudar os objetivos do software, analisando as especificações e instruções recebidas.                                                          
  Diferenciais  
 - Conhecimento em Delphi; - Conhecimento em Firebird; - Conhecimento em SVN;                              
    "
248,Analista/Desenvolvedor Delphi,27/04/2020,Digifred,Frederico Westphalen,"
         Atuamos no desenvolvimento de software para atender prefeituras, câmaras de vereadores, autarquias e consórcios. Se você busca desenvolvimento pessoal e profissional, vem crescer com a gente. 
  Atividades que você irá desenvolver:  - Atuar na análise/desenvolvimento de software para gestão pública. - Atuar na manutenção de softwares em produção. 
  Ferramentas que utilizarás:  - Delphi; - Firebird; 
  Diferencial se souber também:  - PHP, HTML, JQuery, CSS; - CodeIgneter, Bootstrap; - SVN; - Padrões de projeto, princípios SOLID; - Técnicas de refatoração e Clean Code; - Scrum, Kanban; - TDD, Dublês de teste (Mocks); - MySQL; - Perfil autodidata; - Trabalho em equipe; 
  O que oferecemos:  - Salário compatível com a vaga. - Vale Alimentação. - Plano de Saúde Empresarial. - Acesso a plataformas online de estudos. - Treinamentos internos. 
    "
249,Desenvolvedor(a) Java - Pleno,27/04/2020,Working Minds Tecnologia,"Rio de Janeiro, Brazil","
         Aqui na WKM ajudamos empresas de diversos setores a conceber novas soluções, construir produtos que as pessoas adoram e a turbinar seus times para que produzam resultados incríveis! É o que sabemos e amamos fazer!  Com isso, temos frequentemente novas oportunidades para profissionais de tecnologia! Buscamos pessoas criativas e inovadoras, que queiram crescer junto conosco, na construção do futuro dos negócios digitais, no Brasil e no mundo! 
 Para esta oportunidade, buscamos um(a) Desenvolvedor(a) Java - Pleno, com experiência comprovada, para atuar em um importante projeto, aqui na cidade do Rio de Janeiro. 
  Requisitos:  
   E xperiência com JAVA TM 
 Conhecimento sólido em HTML5, CSS3 e Javascript 
 Familiaridade e experiência com Banco de Dados (Queries SQL e Modelagem de Dados) 
 Familiaridade com Git 
 Conhecimento sobre Metodologias ágeis (Kanban e Scrum) 
 Inglês funcional/técnico 
   Diferenciais:  
  Conhecimentos no Framework Lumis Portal 
 Familiaridade com XML e XSL...
    "
250,Desenvolvedor(a) Android Nativo - Pleno,27/04/2020,Working Minds Tecnologia,"Rio de Janeiro, Brazil","
         Aqui na WKM ajudamos empresas de diversos setores a conceber novas soluções, construir produtos que as pessoas adoram e a turbinar seus times para que produzam resultados incríveis! É o que sabemos e amamos fazer!  Com isso, temos frequentemente novas oportunidades para profissionais de tecnologia! Buscamos pessoas criativas e inovadoras, que queiram crescer junto conosco, na construção do futuro dos negócios digitais, no Brasil -- e no mundo! 
 Para esta oportunidade, buscamos um(a) Desenvolvedor Android Nativo, com experiência comprovada e perfil pleno, para atuar em um importante projeto junto a um de nossos clientes, aqui na cidade do Rio de Janeiro. 
 Confira a seguir o perfil da oportunidade:   Responsabilidades do Cargo  
  Desenvolvedor responsável pela evolução e eventual manutenção do aplicativo Android nativo de Venda Digital. Também pode ser necessário a manutenção e evolução do projeto Web (PHP/Laravel e React) e das APIs (C#) em raras ocasiões. 
   Requisitos...
    "
251,Consultor Especialista BI,27/04/2020,WA FENIX IT SERVICES  SOLUTIONS,"São Paulo, State of São Paulo, Brazil","
          WA FENIX – empresa com mais de 30 anos de experiência no mercado de TI - com escritório nas cidades de São Paulo – Rio de Janeiro – Lisboa – Montreal - está com processo seletivo aberto para o seguinte perfil:   
  Consultor Especialista BI   
  Experiencia comprovada de mínimo 5 anos em modelagem de dados relacional e multidimensional, arquitetura de BI e gestão de DW;   
  Experiencia comprovada de mínimo 5 anos em Analysis Services e Integration Services   
  Experiencia comprovada de mínimo 5 anos em linguagem SQL (desenvolvimento de procedures e queries); Experiencia comprovada em projetos de Power BI;   
  Experiencia em linguagem MDX; Experiencia em SAP BW e BO Data Services; Habilidade para criação de documentação funcional e técnica;   
  Experiencia na condução de projeto em todas as suas fases, da fase de análise a fase de implantação e suporte pós go live;   
  Experiência em projetos de BI com alta volumetria de dados;   
  Inglês avançado para interação com equipes...
    "
252,Programador(a) PHP,24/04/2020,People TI,"São José - Barreiros, São José - State of Santa Catarina, Brazil","
         A People TI busca profissional para atuar como    Programador(a) PHP    (nível júnior) na empresa    Canal Telecom Tecnologia    em São José/SC. 
  Especializada em Tecnologia & Comunicação, a Canal Telecom Tecnologia tem compromisso com seus colaboradores e seus serviços!  
  Atividades a serem desempenhadas:  
 - Atuar com rotinas de desenvolvimento em PHP, Framework PHP, banco de dados relacional e serviços REST. 
 - Realizar correções e melhorias em sistemas web.   
  Conhecimentos:  
 - PHP 
 - HTML/CSS 
 - Bootstrap 
 - JavaScript 
 - JQuery 
 - MySQL/PostgreSQL 
 - Apache 
 - Linux e Windows 
 - Aplicativos de softwares para desenvolvimento: Eclipse, Netbeans.  
  Conhecimentos desejáveis:  -  Zend Framework- REST- Asterisk- Mobile- UX Design  
  Benefícios:  
 - VT 
 - VR 
 - Plano de saúde 
 - Seguro de vida 
  
 Inscreva-se em   https://abler.in/v10449   
    "
253,Programador Pleno .Net,24/04/2020,EMPREGARE.com,"Brasilia - Federal District, Brazil","
          Horário: De seg a sext das 9 às 18hs.    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:   Desenvolvimento de sistemas em .net.   Requisitos:   Experiência em Domain Driver Design; testes Unitários; Banco de Dados SQL;   Experiência com desenvolvimento de APIs RESTful e/ou Webservices;   Experiência com Git; Experiência com Entityframework;   Experiência com .NET Framework CORE 2.2+;   Experiência com EF.CORE;   Conhecimento em Angular IO; Desejável: Azure DevOps;   Benefícios: Auxílio combustível, Day Off, Seguro de Vida, Vale-alimentação, Vale-refeição  
    "
254,Analista Programador Sênior,24/04/2020,EMPREGARE.com,"Rio de Janeiro, State of Rio de Janeiro, Brazil","
          Horário: De segunda à sexta, das 9 às 18h    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:   Análise de dados e modelagem de banco de dados para automação de processos, relatórios e dashboard;  Analisar requisitos, elaborar desenho de solução, planejar, codificar e implementar aplicações web com orientação a objeto, adotando boas práticas de programação e de segurança de informação;  Análise de projetos voltado ao desenvovimento de aplicações    Requisitos:    Conhecimentos técnicos chaves:    •	Indispensável conhecimento e experiência em desenvolvimento cliente servidor;     •	Indispensável conhecimento e experiência com definição de arquitetura de aplicações e padrões de projeto;
    •	Indispensável conhecimento de linguagem PHP, Angular e Node JS;
    •	Indispensável conhecimento MOBILE;
    •	Desejável conhecimento de linguagem JAVA
    •	Indispensável conhecimento de linguagem SQL;
    •	Experiência em desenvolvimento com linguagem JavaScript/TypeScript,...
    "
255,Analista de Requisitos Pl,24/04/2020,EMPREGARE.com,"Rio de Janeiro, State of Rio de Janeiro, Brazil","
          Horário: De segunda à sexta, das 9h às 18h.    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:      Realizar levantamento de caso de uso,   Construção de protótipos,   Análise de requisitos,  Engenharia reversa,   Rotina de fábrica desenvolvimento de software.    Requisitos:      Ótimo conhecimento em UML;   Ótimo conhecimento em modelagem de dados;  Ótimo conhecimento em confecção de diagrama.    Benefícios: Assistência médica, Assistência odontológica, Day Off, Empréstimo Consignado, Seguro de Vida, Transporte, Vale-alimentação, Vale-refeição  
    "
256,Desenvolvedores JAVA – São Paulo,24/04/2020,HrSoul Hunting Relationship,"São Paulo, State of São Paulo, Brazil","
         - Sólida experiência com Java, Spring, Spring Boot, Hibernate;  - Integração com serviços SOAP, Rest client e servidor;  - Graduação em TI ou áreas correlatas;  - Imprescindível disponibilidade para atuação na região de Interlagos - zona sul de São Paulo;  - Contratação por tempo indeterminado. 
    "
257,Ruby on Rails Developer Lead,24/04/2020,Webedia,Rio de Janeiro,"
          Sobre a Vaga:  
 Você é um experiente desenvolvedor Ruby e tem interesse em assumir grandes projetos e responsabilidades? Buscamos pessoas capazes de solucionar problemas e vencer desafios, sempre prezando pela escalabilidade, performance e qualidade do sistema. Valorizamos paixão, dinamismo e adaptabilidade. Se você se encaixa nesse perfil, inscreva-se na vaga. 
 #VemPraWebedia #WebediaTalentos #WebediaBrasil 
   
  O que você vai fazer?  
 Esperamos que o(a) candidato(a) seja capaz de ser referência para seu time, discutir requisitos e regras de negócio com o PM, tomar decisões referentes a arquitetura e tecnologia. Além de gerenciar e orientar uma equipe de 5 desenvolvedores, haverá as seguintes responsabilidades: 
  
  Ajudar a manter a infra estrutura da plataforma 
 Analisar requisitos e traduzir necessidades comerciais e editoriais; 
 Atualizar e manter plataforma de grande tráfego 
 Contribuir para evolução da plataforma; 
 Investigar e implementar soluções técnicas de...
    "
258,Programador PHP,24/04/2020,MadeinWeb e Mobile,"São Paulo, Brazil","
          
  
 Buscamos um profissional com sólidos conhecimentos em linguagem PHP 
 Atividades:   Desenvolvimento e manutenção de aplicações web 
   
 Local: São Paulo   Contratação: PJ 
 Interessados encaminhar currículo com pretensão salarial. 
  
    "
259,Estágio em desenvolvimento JAVA (presencial),24/04/2020,Digifred,"Porto Alegre, RS, Brazil","
         - Desenvolver sob supervisão alterações nos programas de acordo com especificação do setor de analise, conforme os padrões da organização, cumprindo o prazo pré-estabelecido; - Codificar e testar programas sob acompanhamento; - Estudar os objetivos do software, analisando as especificações e instruções recebidas.                                                          
  Diferenciais  
 - Conhecimento em Hibernate; - Conhecimento em aplicações SpringBoot; - Conhecimento em Oracle e/ou PostgreSQL;                                                          
    "
260,Analista de Testes de Sistemas (presencial - Porto Alegre/RS),24/04/2020,Digifred,"Porto Alegre, RS, Brazil","
            
  Descrição:  
 * Trabalhar em processos de homologação e testes; * Elaboração de processos de padronização de testes; * Elaboração de roteiros e documentos de apoio a homologação; * Elaboração, execução e manutenção de cenários de testes (automatizados ou não); * Validação de artefatos; * Criação de massa de teste; * Inspeção de qualidade de software; 
  
  Requisitos:  
 * Experiência com testes automatizados e ferramentas de automação (Selenium, Test Link, Cucumber) * Noções de programação; * Atuação em projetos com metodologias ágeis como SCRUM e Kanban. 
    "
261,Desenvolvedor Backend JAVA  - Pleno (remoto ou presencial - Porto Alegre/RS),24/04/2020,Digifred,"Remoto (Porto Alegre, RS, Brazil)","
           Desenvolvedor Java 8    
    Analista programador para desenvolvimento de softwares  
  Conhecimentos necessários:  
  Java 8, JavaFx, Spring Framework, Spring MVC, Spring Data, Hibernate, PostgreSQL, Oracle, Maven e GIT   
     
    
    
    "
262,Desenvolvedor react native (remoto ou presencial - Porto Alegre/RS),24/04/2020,Digifred,Remoto,"
          Principais atividades:  
 * Desenvolvimento de aplicações nativas usando React Native; * Desenvolvimento Front-end; * Desenvolvimento com aplicações mobile usando React Native; * Demandas para Android e iOS; * Corrigir bugs (as vezes necessários); * Podem ""aparecer"" demandas de desenvolvimento Frontend com Angular 6; 
  Requisitos:  
 * Experiência em desenvolvimento web; * Git * Experiência com desenvolvimento Front-end; * Experiência com React Native; * Experiência com Typescript; 
 Desejáveis: * Experiência com Android e iOS; * Ter publicado algum aplicativo nas stores; * Domínio de melhores práticas de desenvolvimento 
    "
263,Desenvolvedor WordPress,23/04/2020,RecrutaSimples,"Florianópolis - State of Santa Catarina, Brazil","
        Estamos selecionando profissional para desenvolvimento de temas e manutenção de aplicações em WORDPRESS. A vaga é in-loco, ou seja, o colaborador trabalhará presencialmente em nosso escritório com a possibilidade de trabalhar home office em alguns dias.   Benefícios: a combinar   Requisitos Necessários:  Experiência com desenvolvimento de temas em WordPress; Conhecimento no desenvolvimento de API's; Conhecimento no desenvolvimento de Plugins; Conhecimentos sólidos em PHP; Conhecimento em MySQL; Conhecimento em SPA (Single Page Application) é um grande diferencial; Tecnologias Front-end, incluindo JavaScript; Ter feito integrações com sistemas de automação de marketing e vendas; Desenvolver Documentação completa do projeto;  Vai brilhar nossos olhos se você:     - Tiver conhecimentos com Laravel;     - Tiver conhecimentos com PWA;     - Tiver conhecimentos com Liquid, Ruby on Rails (Shopify);     - Noções de Design (UI, UX) para implementação correta dos layouts desenvolvidos pela...
    "
264,Desenvolvedor iOS (Remoto),23/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Tem experiência com Swift e gostaria de trabalhar da sua casa construindo sistemas que serão usados por milhões de pessoas em uma empresa que valoriza e dá autonomia aos profissionais?  Você poderá trabalhar de qualquer lugar do Brasil, em regime 100% remoto CLT. A empresa é uma consultoria que existe há 6 anos e foca apenas em projetos de longa duração que tragam impacto positivo para a sociedade e que ajudem os desenvolvedores a evoluir. Além disso, acredita em desenvolvimento ágil, DevOps e trabalho remoto e repudia o body shop - você não está condicionado ao projeto em que iniciará nem se o cliente manterá o projeto ou não. Algumas práticas do dia a dia mostram que você realmente é parte da empresa, como por exemplo os projetos possuírem code review de pessoas externas àquela conta.  Nessa vaga especificamente você irá trabalhar numa equipe que atende uma startup no setor financeiro sediada no Jardins em São Paulo, implementando diversas funcionalidades no principal aplicativo...
    "
265,Analista de Testes,22/04/2020,EMPREGARE.com,"São Paulo, State of São Paulo, Brazil","
          Horário: De Segunda a Sexta, das 09:00 às 18:00    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:   Trabalhar em processos de homologação e testes, • Elaboração de roteiros e documentos de apoio a homologação, • Elaboração, execução e manutenção de cenários de testes (automatizados ou não), • Validação de artefatos, • Criação de massa de teste, • Inspeção de qualidade de software   Requisitos:   Experiência com testes automatizados e ferramentas de automação (Selenium, Test Link, Cucumber) e programação - Atuação em projetos com metologias ágeis como SCRUM e Kanban.   Formação completa na área de TI.    Oportunidade aberta para portadores de deficiência.   Benefícios: Assistência médica, Assistência odontológica, Auxílio creche, Day Off, Seguro de Vida, Vale-refeição, Vale-transporte  
    "
266,Desenvolvedor Java PL e SR,22/04/2020,Spassu Tecnologia e Serviços S/A,"Rio de Janeiro, Brazil","
          Atuar com desenvolvimento  da linguagem Java, Oracle,   
  
 Formação: Superior completo na área de Tecnologia 
  
  
    "
267,Desenvolvedor Power BI,17/04/2020,RecrutaSimples,"Porto Alegre, RS, Brazil","
        Estamos em busca de um profissional para atuar nas atividades de desenvolvimento de projetos de Business Intelligence com PowerBI para juntar-se ao nosso time!  O que buscamos? Profissional com conhecimento/ experiência com .NET Linguagem SQL  * Vivência em análises de relatórios será considerado um diferencial * Experiência com plataforma de BI Microsoft - SSIS, SSAS e SSRS será considerado um diferencial.   Atividades:     - Realizar o desenvolvimento e elaborar boas práticas de desenvolvimento de códigos Power BI,      - Construção de ETLs e Base de Dados Analíticas (Data Warehouse) Utilizando Solução em nuvem.      - Construção de Relatório e Dashboards Utilizando Microsoft Power BI   Benefícios: a combinar   Requisitos Necessários:  Profissional com conhecimento/ experiência com .NET Linguagem SQL Análises de relatórios Plataforma de BI Microsoft - SSIS, SSAS e SSRS
    "
268,ANALISTA DE SUPORTE DE SISTEMAS SR,16/04/2020,EMPREGARE.com,"São Paulo, State of São Paulo, Brazil","
          Horário: HORÁRIO COMERCIAL    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:   Suporte técnico de TI a usuários por telefone com o escopo de:   • Atendimento ao usuário;   • Tratativa de chamados inconsistentes;   • Autoatendimento; (Web)   • Requisições;   • Alta resposta à feedbacks; - Quanto a entregas;   • Aderência à Níveis estipulados de qualidade;   • Utilização de scripts e procedimentos;   • Aderência em Assurance; (Preenchimento de chamados);   • Performance aceitável em volumetria de atendimento;   Requisitos:      Conhecimento comprovado na ferramenta System Center  Experiência em System Center Virtual Machine Manager  Desejavel ser bilingue    OPORTUNIDADE ABERTA PARA PORTADORES DE DEFICIÊNCIA   Benefícios: Assistência médica, Assistência odontológica, Auxílio creche, Day Off, Seguro de Vida, Vale-refeição, Vale-transporte  
    "
269,Desenvolvedor Java,16/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Desenvolver novas funcionalidades e atuar na resolução de bugs das aplicações Trabalhar em colaboração com outros times; Trazer boas práticas e conhecimentos técnicos para o dia a dia de trabalho; Compreender as necessidades dos usuários para ajudar a melhorar a eficiência dos fluxos de trabalho.   Benefícios: Vale Transporte, Vale Refeição, Assistência Médica   Requisitos Necessários:  Java, JQuery, AWS, Git, Typescript, SpringBoot, Docker , Kubernets, Banco de dados SQL – modelagem de dados e queries., REST API Design e Implementação, HTML5, CSS3
    "
270,Desenvolvedor FullStack,14/04/2020,RecrutaSimples,"Rio de Janeiro, State of Rio de Janeiro, Brazil","
        O objetivo da função é o desenvolvimento de um produto utilizado por milhares de pessoas e definição de arquitetura.  Requisitos da vaga:     - Experiência com Arquitetura de Software, AWS e pelo menos duas das seguintes linguagens (Javascript, Ruby, Python, Golang, Elixir, Rust, Clojure)     - Conhecimento em algum framework Frontend (React,VueJS,Angular)   Benefícios: PLR, Chefs Club   Requisitos Necessários:  Ruby, Python, Javascript, Golang, Angular, React, VueJs
    "
271,DevOps (Pleno),14/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        O que você vai fazer?     - Automação da infraestrutura;     - Criação e desenvolvimento das ferramentas de CI/CD;     - Monitoramento e Suporte de Aplicações;     - Foco em AWS;     - Definir arquiteturas dos novos sistemas junto às squads de desenvolvimento, bem como melhorias para os sistemas atuais;   Benefícios: Vale Transporte, Vale Refeição, Assistência Médica, Assistência Odontológica   Requisitos Necessários:  Conhecimento sólido em arquitetura web;     - Conhecimento sólido em cloud;     - Paixão por automatização;     - Sede por aprender coisas novas;     - Boa comunicação e gostar de trabalhar em equipe;
    "
272,Desenvolvedor Backend Java,14/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Que tal trabalhar numa empresa premiada pelo Oscar da comunidade Java, como desenvolvedor backend, podendo focar na área que mais gosta, construindo uma aplicação com dezenas de milhões de acessos, usando microsserviços, Big Data e várias tecnologias modernas?  Você será contratado em regime CLT full para trabalhar na região do Jaguaré em São Paulo, a 20 minutos a pé da estação Villa-Lobos da CPTM e com estacionamento gratuito para funcionários. A empresa iniciou suas atividades há 12 anos como startup e hoje já conta com cerca de 240 funcionários, sendo 25 diretamente técnicos, não incluindo neste número a área de negócios, produto e outras correlatas. O crescimento continua forte pela atuação no segmento de comércio eletrônico de produtos de beleza, que não arrefece com a crise.  Quer você esteja iniciando na carreira ou já seja experiente, você poderá:      - Criar e evoluir um backend moderno, baseado em Java SE 8, 9 ou 10, Kotlin, Groovy, com mais de 50 microsserviços e APIs...
    "
273,Desenvolvedor Java Pleno,13/04/2020,EMPREGARE.com,"Rio de Janeiro, State of Rio de Janeiro, Brazil","
          Horário: 09 às 18h    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:       Análise de sistemas e desenvolvimento
  em tecnologias ASP, JAVA, DELPHI, PHP, PL/SQL ou FORMS, com banco de dados   Oracle, utilizando metodologia ágil ou tradicional.       
    Requisitos:      Formação: Curso superior completo em Informática, Ciência da Computação, Análise
 de Sistemas, Tecnologia em Análise e Desenvolvimento de Sistemas, Matemática, Tecnologia em Gestão da Tecnologia da Informação, Tecnologia em Sistemas para Internet ou Engenharia; ou Nível Superior Completo em outras áreas e Pós-graduação concluída em Tecnologia da Informação (carga-horária mínima de 360 horas); ou Curso Superior completo em qualquer área e o dobro do tempo de experiência nas atividades requerida para este perfil.      Capacitação obrigatória: Curso de COBIT, com carga horária de 16 (dezesseis) horas ou
  Certificação Java (SCJP); e curso de Análise de Ponto de Função, com carga horária   de 8 horas....
    "
274,Analista de Negócios Sr,13/04/2020,EMPREGARE.com,"Brasilia - Federal District, Brazil","
          Horário:  De seg à Sex das 08 às 18hs    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:   a) Identificar e mapear necessidades de negócio de forma prática e visual.   b) Representar as necessidades de negócio em forma de mapas, requisitos de negócio e estórias de usuário;   c) Dominar os conceitos de análise e processo de negócio, design centrado no usuário e de métodos ágeis.   d) Ter habilidade de facilitação e condução de workshops e oficinas utilizando técnicas tais como: a. Design Thinking; b. Business Model Canvas; c. UX Design.   e) Conhecimento de práticas de análise de negócio, MVP (Minimum Viable Product) e requisitos ágeis;   f) Entender os processos de negócio, produtos e serviços existentes e suas regras com objetivo de prover solução de TI sempre que necessário;   g) Entender as necessidades de gestor do negócio e clientes/usuários para propor soluções;   h) Conhecimento dos métodos: a. SCRUM; b. Lean Startup;   i) Conhecimento de ferramentas e...
    "
275,Desenvolvedor Mobile React Native,13/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        No Looqbox desenvolvemos o Business Intelligence do futuro usando processamento de linguagem natural (http://bit.ly/2T4pmhb). Somos uma startup residente do Cubo, e estamos precisamos do seu talento!   Benefícios: - Salário a combinar, - Vale-Refeição ou Vale-Alimentação, - Vale-Transporte, - Seguro de vida, - Acesso irrestrito à livros de programação, - Acesso a cursos que surgirem ao longo do caminho, - Trabalhar com um time da hora ;)   Requisitos Necessários:  Atuar com desenvolvimento/manutenção dos aplicativos para Android e iOS por meio do React Native     - Criar e manter a arquitetura, qualidade de código e testes automatizados     - Executar a manutenção preventiva e corretiva de performance
    "
276,Analista de Suporte Sistemas Sênior,09/04/2020,EMPREGARE.com,"Brasilia - Federal District, Brazil","
          Horário: De segunda a sexta, das 9h as 18h    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:   Configurações de acesso à rede wireless para usuários conforme demanda e seguindo as regras de acesso;  Controle do cadastro de usuários/dispositivos;   Verificação de disponibilidade e monitoramento de ativos de rede WiFi no Airwave;   Verificação de disponibilidade e monitoramento de ativos de rede WiFi no IMC;   Monitoramento dos eventos de intrusões;   Análise de viabilidade de implementação de novas soluções de rede Wireless;   Suporte e apoio às equipes de suporte dos aeroportos, como Troubleshooting de redes wireless nos aeroportos da Infraero, bem com algumas redes comerciais. ""   Requisitos:   Cisco CCNA R&S, ou Cisco CCNA DataCenter,  Pós-graduação (MBA ou especialização)  HP Intelligent Management Center (IMC); Aruba Air Wave.   Benefícios: Assistência médica, Assistência odontológica, Day Off, Seguro de Vida, Vale-refeição, Vale-transporte  
    "
